Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_44_707.jpg,15,0,0,0,99.66998,85.589,0.0002945723,147.9915,-1.816432E-07
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_44_773.jpg,15,0,0,0,99.66998,85.589,0.0002944469,150.6915,1.248808E-06
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_44_840.jpg,15,0,0,0,99.66998,85.589,0.0002943205,154.2914,2.347982E-06
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_44_906.jpg,15,0,0,0,99.66998,85.589,0.0002928773,156.9914,2.493695E-06
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_44_974.jpg,15,0,0,0,99.66998,85.589,0.0002918702,159.6914,2.520232E-06
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_040.jpg,15,0,0,0,99.66998,85.589,0.0002904646,163.2914,3.659517E-06
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_107.jpg,15,0,0,0,99.66998,85.589,0.0002897718,165.9913,4.809355E-06
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_173.jpg,15,0,0,0,99.66998,85.589,0.0002879111,168.6912,5.743796E-06
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_241.jpg,15,0,0,0,99.66998,85.589,0.0002848381,172.2911,8.061097E-06
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_307.jpg,15,0,0,0,99.66998,85.589,0.0002810647,174.9911,1.026223E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_374.jpg,15,0,0,0,99.66998,85.589,0.0002785894,177.6911,1.357121E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_441.jpg,15,0,0,0,99.66998,85.589,0.0002758465,181.2911,1.447878E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_508.jpg,15,0,0,0,99.66998,85.589,0.0002720617,183.9912,1.622935E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_576.jpg,15,0,0,0,99.66998,85.589,0.0002700397,186.6912,1.628687E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_640.jpg,15,0,0,0,99.66998,85.589,0.0002665756,190.2912,1.77287E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_708.jpg,15,0,0,0,99.66998,85.589,0.0002642388,192.9911,1.738394E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_775.jpg,15,0,0,0,99.66998,85.589,0.0002632106,195.6912,1.860859E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_841.jpg,15,0,0,0,99.66998,85.589,0.0002625685,199.2913,1.925503E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_906.jpg,15,0,0,0,99.66998,85.589,0.0002625112,201.9913,1.886516E-05
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_45_973.jpg,15,0.194679,0,0,99.66943,85.58873,0.01485121,201.9218,0.001251606
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_039.jpg,15,0.396384,0,0,99.66611,85.58707,0.0934313,201.8785,0.007708889
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_107.jpg,15,0.1978079,0,0.04499306,99.6631,85.58533,0.1585677,201.8851,0.01744365
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_174.jpg,15,0,0,0.03298702,99.66273,85.58517,0.1504718,204.5258,0.009056581
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_240.jpg,15,0,0,0,99.66272,85.58514,0.1255874,208.0499,0.001886377
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_308.jpg,15,0,0,0,99.66271,85.58511,0.1055045,210.6951,-0.001030597
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_376.jpg,15,0,0,0,99.6627,85.58506,0.08495861,213.3421,-0.001906309
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_440.jpg,15,0,0,0,99.6627,85.585,0.05780132,216.8744,-0.0001561556
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_506.jpg,15,0,0,0,99.66268,85.58495,0.03824481,219.5257,0.003053747
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_573.jpg,15,0,0,0,99.66266,85.58491,0.01984232,222.1788,0.007587909
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_639.jpg,15,0,0,0,99.66264,85.58487,-0.002335666,225.7191,0.01514826
